example_id,statement,intent_code,intent_meaning,department,split,urgency,sentiment,channel,language,has_order_context,wording_style,synthetic_source,created_date
REST_INTENT_000144,"Hello, Can you help me with my doctor appointment? right now",OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,train,low,neutral,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_000145,"Please help, Why is my restaurant cupon invalid? please?",PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,validation,low,negative,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_000146,I cancelled but have not received a refund. today!,REFUND_REQUEST,Customer wants refund,Refunds,train,medium,negative,chatbot,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_000147,"Hi, The restaurant says it was sent, but I have not received it. asap.",ORDER_NOT_RECEIVED,Customer did not receive order,Delivery,train,high,negative,website,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_000148,"Hello, My card shows duplicate charges from the resturant. right now",DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,email,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_000149,Order R930781 is missing an item.,MISSING_ITEM,Item missing from order,Kitchen / Takeout,train,medium,negative,chatbot,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_000150,Can you help me? Do you offer catering for 2 people? right now.,CATERING_INQUIRY,Bulk/catering order,Catering,train,low,neutral,chatbot,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_000151,Can you help me? There was a foreign object in my meal. if possible!,FOOD_SAFETY_ISSUE,"Hair, illness, allergy, contamination",Food Safety,validation,high,negative,phone,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_000152,Can you help me? A server ignored our table for a long time. if possible,STAFF_COMPLAINT,Complaint about staff behavior,Store Manager,train,medium,negative,chatbot,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_000153,URGENT: I want compensation for this bad order. ASAP!,REFUND_REQUEST,Customer wants refund,Refunds,validation,medium,negative,chatbot,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_000154,"Quick question, Can you add two more people to my booking? if possible",RESERVATION_MODIFY,Change booking,Reservations,train,low,neutral,counter,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_000155,"Quick question, The staff at Northside branch was was disrespectful. please help.",STAFF_COMPLAINT,Complaint about staff behavior,Store Manager,train,medium,negative,mobile_app,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_000156,My order R659449 is late.,ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,email,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_000157,Need help now: The restaurant did not mention allergens in the food. ASAP.,FOOD_SAFETY_ISSUE,"Hair, illness, allergy, contamination",Food Safety,test,high,negative,phone,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_000158,"Hey, Please cancel the table booking under Sam. right now!",RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,counter,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_000159,"Hey, Do you have availability for 12 guests 8 pm? thanks",RESERVATION_CREATE,Book a table,Reservations,test,low,neutral,counter,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_000160,"Hey, The bag did not include my grilled salmon. right now",MISSING_ITEM,Item missing from order,Kitchen / Takeout,train,medium,negative,mobile_app,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_000161,Need help now: Please start a refund request. please fix this!,REFUND_REQUEST,Customer wants refund,Refunds,train,medium,negative,website,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_000162,"Hello, I need to change the date for my table booking. asap.",RESERVATION_MODIFY,Change booking,Reservations,train,low,neutral,email,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_000163,"Hello, I want to book a table for 5 people next week. asap",RESERVATION_CREATE,Book a table,Reservations,train,low,neutral,website,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_000164,"This is urgent, I need to cancel my restaurant booking. please fix this.",RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,phone,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_000165,"Quick question, I cannot make it, please cancel our table. thanks!",RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,chatbot,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_000166,Why is my restaurant coupon invalid? if possible?,PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,train,low,negative,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_000167,Please check my reward points for order R438742.,LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,train,low,negative,mobile_app,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_000168,"Hello, What are your drive-thru? please help?",GENERAL_INQUIRY,General question,Customer Support,train,low,neutral,mobile_app,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_000169,"Hey, I want compensation for this bad ordr. today.",REFUND_REQUEST,Customer wants refund,Refunds,train,medium,negative,website,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_000170,"Please help, I found metal fragment in my falafel wrap.",FOOD_SAFETY_ISSUE,"Hair, illness, allergy, contamination",Food Safety,train,high,negative,website,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_000171,check my reward points for order R855221.,LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,train,low,negative,chatbot,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_000172,I need help. Please help me find an item I left behind. today.,LOST_AND_FOUND,Customer lost item,Front Desk,train,medium,negative,email,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_000173,URGENT: Do you have Wi-Fi for customers? ASAP!,GENERAL_INQUIRY,General question,Customer Support,train,low,neutral,website,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_000174,Need help now: There may be a contamination issue with order R306664. ASAP.,FOOD_SAFETY_ISSUE,"Hair, illness, allergy, contamination",Food Safety,train,high,negative,email,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_000175,"Please help, Please help me find an item I left behind.",LOST_AND_FOUND,Customer lost item,Front Desk,test,medium,negative,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_000176,"Hey, What dishes do you serve? please help!",MENU_INQUIRY,Ask about menu,Menu,test,low,neutral,mobile_app,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_000177,"This is urgent, Can I see the menu?",MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,website,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_000178,Can you help me? What dishes do you serve? thanks,MENU_INQUIRY,Ask about menu,Menu,test,low,neutral,mobile_app,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_000179,CAN YOU TELL ME IF THE SUSHI ROLL HAS SOY?,ALLERGY_INQUIRY,Ask about allergens,Menu / Food Safety,validation,low,neutral,website,en,false,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_000180,URGENT: Why did my rewards disappear? ASAP,LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,train,low,negative,chatbot,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_000181,Need help now: What desserts do you have? ASAP?,MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,counter,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_000182,"Hi, Why did my rewards disappear? please help",LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,test,low,negative,chatbot,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_000183,"Please help, I cannot make it, please cancel our table. asap",RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,mobile_app,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_000184,"Please help, Can you send me the dinner menu? asap.",MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,counter,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_000185,"Hey, Can you tell me if the noodles has soy? please help",ALLERGY_INQUIRY,Ask about allergens,Menu / Food Safety,validation,low,neutral,counter,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_000186,Order R375740 has duplicate payment charges.,DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,website,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_000187,"Please help, The cupon is not applying at checkout. right now?",PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,validation,low,negative,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_000188,I need help. Connect me with support now. thanks.,HUMAN_AGENT_REQUEST,Wants human support,Customer Support,train,medium,negative,phone,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_000189,"Hey, Can you confirm allergens for chicken biryani? if possible",ALLERGY_INQUIRY,Ask about allergens,Menu / Food Safety,train,low,neutral,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_000190,"The receipt shows pasta alfredo, but it was not delivered. right now",MISSING_ITEM,Item missing from order,Kitchen / Takeout,train,medium,negative,counter,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_000191,I need help. The promotion should apply to my mango lassi order. please help.,PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,validation,low,negative,email,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_000192,"Hey, Do you have noodles on the menu? please!",MENU_INQUIRY,Ask about menu,Menu,validation,low,neutral,chatbot,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_000193,"Please help, Order R713558 has been delayed for too long. please",ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,chatbot,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_000194,The promotion should apply to my steak order. please help,PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,train,low,negative,website,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_000195,Do you have parking at the Mesa restaurant?,GENERAL_INQUIRY,General question,Customer Support,validation,low,neutral,email,en,false,short,template_slot_generation_v1,2026-06-14
REST_INTENT_000196,The restaurant sent the wrong food in order R677920.,WRONG_ITEM,Wrong food/item received,Kitchen,train,medium,negative,counter,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_000197,"Quick question, The food quality from Downtown branch was unacceptable. right now?",FOOD_QUALITY_ISSUE,"Cold, stale, burnt, raw food",Food Quality,train,low,negative,mobile_app,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_000198,The brownie was overcooked. today?,FOOD_QUALITY_ISSUE,"Cold, stale, burnt, raw food",Food Quality,train,low,negative,website,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_000199,"Quick question, The staff at Tempe store was was very unprofessional. if possible.",STAFF_COMPLAINT,Complaint about staff behavior,Store Manager,train,medium,negative,counter,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_000200,"The receipt shows lasagna, but it was not delivered.",MISSING_ITEM,Item missing from order,Kitchen / Takeout,train,medium,negative,chatbot,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_000201,Can someone from your team contact me? asap,HUMAN_AGENT_REQUEST,Wants human support,Customer Support,train,medium,negative,website,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_000202,"Please help, I want to move my resrvation to tomorrow. asap",RESERVATION_MODIFY,Change booking,Reservations,validation,low,neutral,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_000203,"Hey, I tried paying with Visa card, but it failed. please help",PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,mobile_app,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_000204,Need help now: Can we get a table tonight? please fix this?,RESERVATION_CREATE,Book a table,Reservations,train,low,neutral,chatbot,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_000205,Need help now: Please make a dinner reservation for 10. ASAP!,RESERVATION_CREATE,Book a table,Reservations,train,low,neutral,phone,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_000206,I need help. I received the order but one item is missing.,MISSING_ITEM,Item missing from order,Kitchen / Takeout,train,medium,negative,website,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_000207,Can you help me? Cancel the reservation for 5 people.,RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,website,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_000208,"Please help, I want to cancel my reservation. today",RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,mobile_app,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_000209,"Hey, I think I forgot my sunglasses at our table. please help!",LOST_AND_FOUND,Customer lost item,Front Desk,train,medium,negative,email,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_000210,Has order R245830 left the restaurant yet?,ORDER_STATUS,Customer wants order status,Customer Support,train,low,neutral,chatbot,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_000211,"Quick question, Please reserve seats for 5 at tonight. asap!",RESERVATION_CREATE,Book a table,Reservations,validation,low,neutral,mobile_app,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_000212,Need help now: I visited this morning and lost my water bottle. ASAP!,LOST_AND_FOUND,Customer lost item,Front Desk,test,medium,negative,website,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_000213,I never got my food from order R574521.,ORDER_NOT_RECEIVED,Customer did not receive order,Delivery,train,high,negative,chatbot,en,true,short,template_slot_generation_v1,2026-06-14
